0x64100d29dE9653391bF57601EFf562284FC1a3f9,131130000000000000000
0xcC4cAe3bb8009233940E629f07A225a4Ab69B5Fa,118340000000000000000
0x5A7150F73b2203dd01cDeA5DC5B20E99DbE3639B,59180000000000000000
0x2743820b221339c89AD065aeDfDB5cC54f830dE7,52150000000000000000
0x50A3153A47e645Ac00cbaf35719C42568825F5F7,34330000000000000000
0x40323dA05a94e871D0B20d1ae29E373a7a3ea95d,30400000000000000000
0x517CDae9eB5e551FFF7a41cD94Df4a3BA64a6c0F,26720000000000000000
0x4493c6B2C5025Ce0875a28C8d03b3A0F01F49D59,25280000000000000000
0x70B08F3eE295A2fD6ee536B69C53019308A926db,23160000000000000000
0x746d09105a12D1Ca97BC631c43C29CCAe6510C9f,22910000000000000000
0x23Bf8AEDFEF7CDaB0B652785ECD74be3d607A673,21910000000000000000
0x99918c6454945819D60182Fcadd07319818D5e61,20430000000000000000
0xc6C0eda0b5a7757aB97AE9B44CCCB6ae6DF9C37C,18550000000000000000
0xe68dAF0de5152e155CFfE2B2d116b74E6CA5CcB3,17190000000000000000
0x55590758A2121b3ecB139bC94E5E1EAbDb341a29,15080000000000000000
0x3E69Be42dA97D3B0A6fcca9897E943dd052F7A86,15080000000000000000
0x6ad4a11A864eC24b209FbB9B0117422106a1b16a,14820000000000000000
0xea747a489343dfB974334c60ea42920a23245402,13150000000000000000
0x512bF8C80c7bEF18d53a33b496bbC5e700cAC1C7,12860000000000000000
0x5C8aECd779916cD69edf2682D6Cc07bB8eA54222,12110000000000000000
0x47d79F55a6a0cD2e87Fa4fB5E2dAe28ae33999cd,11870000000000000000
0x9C808ac41ca19Df10e9fF9e977B19A0F80c664fF,11300000000000000000
0x7e907826dc77d6e3f3B59701a43B1989348cE7dF,10100000000000000000
0xB4C0DAc39BcC664db68EBB70dfb2c3979669a28f,9760000000000000000
0xA460624Fd195e6D70Cc8C54e9877FcCeaEeFa94f,9540000000000000000
0x9e2012B7E4Cfc2e129A07e25B3E86d732f621962,9430000000000000000
0x1a84B7a862cC470bDad68A8D12F077D65293f406,9200000000000000000
0x806995a3bbE051e20612F736F1d69Eca46AD4B85,8930000000000000000
0x55c892f74742FE7815bC0ba1fcf7C73A23F4b008,8520000000000000000
0x044935732148a3b12A5d0eA2f50F991d77243f92,8500000000000000000
0xE3343d959B5a2c3Dcd94a50cD71135A3e9fEFc5F,8380000000000000000
0x28561d4f4FD2128133e3D11f623BB6d077ca8e3d,8120000000000000000
0xD5FbAB65AF74F8fEf605d5B7a1b63c2a13b69b8E,7900000000000000000
