0x1ca5aa5b1dd8d948bb0971a5fb1762fe172e0040,3471010000000000000000
0x802b65b5d9016621e66003aed0b16615093f328b,1250020640254570000000
0xd3d8f01f4029e7d5922fe7cc25f5d03fcbeaff08,1187500000000000000000
0xe52957e92a372d5a3b544f4c329b606f1a1b4bd2,1187500000000000000000
0x2f8de2276e0f645114b4f1d2a53b0325c4a24c57,1027801661287810000000
0x447bb535bcd2f406313b49e953f9060d73d75851,1003083768666580000000
0xeeebdeaec2c87ee38fa8aa3a148f49a87990d30c,1000000002211500000000
0x48d21dc6bbf18288520e9384aa505015c26ea43c,669802400000000000000
0x0f11640bf66e2d9352d9c41434a5c6e597c5e4c8,625000000000000000000
0x1eabfa100e3e345b43c9f25542256622a096c6cd,625000000000000000000
0x615682e7ae61a1458b2507da1cd3bac3eed7b7df,625000000000000000000
0x5ecd11083c293466fcbfeb34d82f13fdbc295884,562500000000000000000
0xfc7af206e1a69f7886fb47ff8e1287fff4406d03,539493800000000000000
0x6e84d655dc4dbcbc6c9a5806ba9e9931ad7a2b03,508183800000000000000
0xb94ea55f0f04e67bb4d8873e365e2fcf94e50609,500000000000000000000
0x2e1f7295d9ea8fcddb89e904496d2acf5befe60f,471087000000000000000
0x77bada8fc2a478f1bc1e1e4980916666187d0df7,442179157431601000000
0x2e8a4d0a86218c3fea106660c57888f3c7ad6a4e,440596876576443000000
0x7d2789b98ff101ec20ee1a96b9e8759b0de48ec8,428682100000000000000
0x4f4c3a3ab3423866849b986b60eb53df2e8602e4,419007200000000000000
0xec656a2c3302d1b36dfc561c687fa58ebcffc2a4,412857499462436000000
0x1df4c04d9c4247bedf051e73730c46a03c3d3050,400379800000000000000
0x0a20ed06a26cf07631fe6a42217b8eff4af797b9,400370000000000000000
0x81070dd79c9c8884e46ede935fd632db2210f630,397220100000000000000
0x78e6d347c3820550cb9bb26aea4b43d4df1b4989,391574319425969000000
0x0a615dbb3da48e30a00aff3b6dc7dcaae38be9d5,374259700000000000000
0xac6a0bc078f2be4dacef5984de5664172dd846de,355709400000000000000
0x9539b9e9253136f7a7ebdeb32fc51393ebc3a0a8,344777105147634000000
0xb01adf4b378e26887355dd66a8c465535fdde478,341592010278399000000
0x96a96c48a6179f1f6d3e20047b9af2f5696572e0,334053700000000000000
0x42bd0f47c8633aa6ee0cd78ebdf1d29447c2b807,304214237940832000000
0x9457d11d812c2bdc4dae35823587440af9af6cfc,300000000000000000000
0x235987b53ed16a5f331c3648f78cbc148a877d27,300000000000000000000
0x65f4c36ab8f0bbe2f4e1368b91ddad0bc0eacbad,298384400000000000000
